t,NHS.region,date,deaths_adj,hosp_adm_adj,known_hosp_beds_adj,icu_bed_adj
582,North East and Yorkshire,2021-08-05,0.810921886833947,0.732661099370317,0.645363483666346,0.836028222858924
582,North West,2021-08-05,0.761533890890904,0.800091958190277,0.714996006386658,0.864487997101381
582,South East,2021-08-05,0.909627466555632,0.745222377801181,0.720266333162911,0.836625868850758
582,South West,2021-08-05,0.936937759916511,0.985184200419784,0.758142470894468,1.11324440508148
583,East of England,2021-08-06,0.950146567734767,0.862172247765912,0.915806544840837,1.12767787590578
583,London,2021-08-06,0.717388710982033,0.685828186801973,0.782025786088308,0.718364935422441
583,Midlands,2021-08-06,0.574363619090529,0.570439803578431,0.506087612497831,0.711284495156895
583,North East and Yorkshire,2021-08-06,0.815365622006087,0.733172150722706,0.632248107958877,0.820553109263097
583,North West,2021-08-06,0.764152946879016,0.775812691716613,0.713252445557947,0.855847981062985
583,South East,2021-08-06,0.870061848319002,0.737312895978841,0.700312007384625,0.819556624443708
583,South West,2021-08-06,0.953383140836968,0.945200370315695,0.749196107500983,1.10050497183409
584,East of England,2021-08-07,0.936091034941704,0.864132340007282,0.906956206486145,1.09526242601357
584,London,2021-08-07,0.707600158834901,0.68388014194491,0.771813602955921,0.706986610614665
584,Midlands,2021-08-07,0.579564576927511,0.582853531337809,0.506038928739869,0.726144058005871
584,North East and Yorkshire,2021-08-07,0.819897077569071,0.737849227708572,0.624419743386231,0.800363922703664
584,North West,2021-08-07,0.789184110319273,0.810800736374855,0.708955052629803,0.849091839059651
584,South East,2021-08-07,0.803254395070603,0.691990699630877,0.67886254520552,0.802663044754367
584,South West,2021-08-07,0.928802797482701,0.940292025501666,0.750684162142219,1.09267918251813
585,East of England,2021-08-08,0.944521843706176,0.875656228454848,0.904629847475659,1.0749675400505
585,London,2021-08-08,0.698376252417569,0.661772342769694,0.761780020941625,0.693420631616757
585,Midlands,2021-08-08,0.588618268011125,0.590342436161489,0.507069923630712,0.733768380202235
585,North East and Yorkshire,2021-08-08,0.803323261173023,0.728721072215158,0.614932797894258,0.785184166324263
585,North West,2021-08-08,0.81413047681011,0.828760651751155,0.703627674730032,0.845809330948363
585,South East,2021-08-08,0.813113933939351,0.680707645447032,0.666688585362724,0.809339166638195
585,South West,2021-08-08,0.89606971949156,0.883596294825706,0.744618320895961,1.07461080560128
586,East of England,2021-08-09,0.981942257632768,0.875010006048496,0.892695356196295,1.0857292485192
586,London,2021-08-09,0.699564453643375,0.675543985406991,0.75233134475025,0.68327865237866
586,Midlands,2021-08-09,0.60471200165548,0.610971725173552,0.513322872674009,0.744612717219829
586,North East and Yorkshire,2021-08-09,0.759388699962718,0.734950174620703,0.608189268278957,0.782914876634138
586,North West,2021-08-09,0.80772395526311,0.80643701594995,0.701120530546516,0.841098877074253
586,South East,2021-08-09,0.781849269175471,0.677320649729644,0.650724240083729,0.786270380638706
586,South West,2021-08-09,0.902654264361719,0.854296828016852,0.737523280977167,1.0779924000373
587,East of England,2021-08-10,0.973654529439262,0.864368081392612,0.88416319595526,1.07777415933997
587,London,2021-08-10,0.691426203419164,0.666073446932118,0.743932551193778,0.67099791738978
587,Midlands,2021-08-10,0.643745514305897,0.621505524320083,0.518818659821441,0.752983665186114
587,North East and Yorkshire,2021-08-10,0.761383394022615,0.718472998645666,0.596594936739774,0.778306232608038
587,North West,2021-08-10,0.80562599487429,0.79312339159544,0.696376514130713,0.840638970046882
587,South East,2021-08-10,0.73773847169071,0.681894896616601,0.639509821733601,0.769654275355482
587,South West,2021-08-10,0.885103599732503,0.857043866305778,0.737774791057971,1.08032454110169
588,East of England,2021-08-11,0.94346435132539,0.849946409116952,0.873482197679089,1.10665605257538
588,London,2021-08-11,0.707961960226957,0.678227974348745,0.736804559543639,0.664435766968772
588,Midlands,2021-08-11,0.653559967969483,0.611354966087446,0.523732950269813,0.754290163065634
588,North East and Yorkshire,2021-08-11,0.746381182354979,0.707449606178352,0.585365023384781,0.775730706514632
588,North West,2021-08-11,0.794207644661178,0.800619079314506,0.691921459922837,0.83284296518986
588,South East,2021-08-11,0.694422333800338,0.679719016844109,0.63171602361742,0.756188719064769
588,South West,2021-08-11,0.874978551779531,0.861865723499972,0.736587537228592,1.07444760499254
589,East of England,2021-08-12,0.935040227565926,0.840580333482739,0.865009015075886,1.15163815014885
589,London,2021-08-12,0.734298246906724,0.689666070468826,0.733075098415495,0.660731422485421
589,Midlands,2021-08-12,0.669652539943899,0.621709490086286,0.531635134750312,0.75346134194821
589,North East and Yorkshire,2021-08-12,0.738527077425253,0.703106756339065,0.58086354341933,0.77506217695867
589,North West,2021-08-12,0.773374035348181,0.775728790354473,0.686436053310455,0.828184457407964
589,South East,2021-08-12,0.697166730976165,0.692502394602788,0.626155750849121,0.748570918950345
589,South West,2021-08-12,0.834041867642474,0.855151942425643,0.737135457533055,1.09081202945274
590,East of England,2021-08-13,0.94733946486701,0.830857362442927,0.859119343930573,1.18829165959154
590,London,2021-08-13,0.741387877677104,0.684680804585565,0.729918866488759,0.660585390184932
590,Midlands,2021-08-13,0.688615038568737,0.63470932541319,0.538127670234412,0.749712456649361
590,North East and Yorkshire,2021-08-13,0.717532717021124,0.700447895866648,0.578722586982995,0.781273080892062
590,North West,2021-08-13,0.751968266337682,0.79251333162631,0.681206201879441,0.823191710936945
590,South East,2021-08-13,0.705700351485494,0.692987002674446,0.623163807427761,0.745001535531696
590,South West,2021-08-13,0.800971702976991,0.845753280945821,0.732457806777454,1.11229605784662
591,East of England,2021-08-14,0.951887231490518,0.810465141974016,0.846554563313358,1.17859240945184
591,London,2021-08-14,0.772611182218831,0.709405881097617,0.731615031588324,0.665484762546302
591,Midlands,2021-08-14,0.700783034274968,0.653221096362985,0.542633782291912,0.747350799819538
591,North East and Yorkshire,2021-08-14,0.693694907225052,0.669987340754214,0.57516408441751,0.781180994185232
591,North West,2021-08-14,0.725659497111931,0.789002477338128,0.686308266500826,0.811877682396886
591,South East,2021-08-14,0.813777843660091,0.70393534069884,0.622497946257811,0.74939808654379
591,South West,2021-08-14,0.827330800936534,0.833581454865903,0.722661937679493,1.1295187987756
592,East of England,2021-08-15,0.942363265142916,0.807773869454642,0.833964356409339,1.19060110446729
592,London,2021-08-15,0.760464784830515,0.723377724644251,0.737220384897307,0.673400422824048
592,Midlands,2021-08-15,0.69352657965363,0.661252577008553,0.547804613018517,0.746756869184508
592,North East and Yorkshire,2021-08-15,0.689968300723474,0.662754969231311,0.571072366695126,0.782729484712495
592,North West,2021-08-15,0.673029076348639,0.796878439973596,0.691432615633582,0.800733384036153
592,South East,2021-08-15,0.825337813968758,0.734390757033465,0.62527365997338,0.757125031372167
592,South West,2021-08-15,0.87417598681913,0.832704134022933,0.715064445665226,1.15358057680709
593,East of England,2021-08-16,0.92621310105567,0.789044600762466,0.821259740824161,1.19948273937398
593,London,2021-08-16,0.743357881226378,0.71934670882149,0.742750567359379,0.681113403636657
593,Midlands,2021-08-16,0.679651742328817,0.658962830499397,0.552621234821588,0.748324751342987
593,North East and Yorkshire,2021-08-16,0.679793627094498,0.644250253657838,0.566258540688958,0.785825158003868
593,North West,2021-08-16,0.659701112445715,0.802978837850787,0.696304137474763,0.791423145799104
593,South East,2021-08-16,0.823896371357634,0.743213709611091,0.62708181464796,0.784119339616759
593,South West,2021-08-16,0.911739338735462,0.797072422631816,0.700198564833386,1.15146178400689
594,East of England,2021-08-17,0.903883757810348,0.783672089228908,0.810443882348787,1.20387169388628
594,London,2021-08-17,0.783043199814222,0.739884714985054,0.751477659511376,0.688890917264929
594,Midlands,2021-08-17,0.649922678379793,0.65350045621217,0.557271619024674,0.75189974429822
594,North East and Yorkshire,2021-08-17,0.669766951577796,0.668599578092605,0.568107116774413,0.789668601505946
594,North West,2021-08-17,0.672212336675638,0.823112351504588,0.699086429703615,0.787367471787738
594,South East,2021-08-17,0.84596448399355,0.738047462951891,0.624001622721697,0.800156012264617
594,South West,2021-08-17,0.91197912874037,0.75729045835483,0.68525360558034,1.16485905519509
595,East of England,2021-08-18,0.901392651049956,0.789321174656707,0.795510097815243,1.17870515561485
595,London,2021-08-18,0.784140786924607,0.726284725780577,0.758450993334953,0.697392998012804
595,Midlands,2021-08-18,0.623256378344521,0.644562636840266,0.565252655752034,0.760713180609909
595,North East and Yorkshire,2021-08-18,0.650367392573692,0.669502226041927,0.571192167649281,0.793487639498749
595,North West,2021-08-18,0.688863467633366,0.821162636122064,0.702178245339955,0.788688399720995
595,South East,2021-08-18,0.861108308766829,0.737651450456069,0.621573240293242,0.811052256318859
595,South West,2021-08-18,0.932339733331923,0.729204841809117,0.66961578537096,1.16365269135676
596,East of England,2021-08-19,0.898950135322838,0.777363368320481,0.783217629336215,1.16345479584753
596,London,2021-08-19,0.780164621132278,0.729182475509893,0.764809088836972,0.703036695895033
596,Midlands,2021-08-19,0.660911096700548,0.644167628853315,0.569528422198509,0.767361726118549
596,North East and Yorkshire,2021-08-19,0.647043275416682,0.652093807032596,0.568132155918204,0.794430084204075
596,North West,2021-08-19,0.688525118255762,0.834777620736623,0.710131524762821,0.783871956609814
596,South East,2021-08-19,0.869734157803736,0.741252480076473,0.620324865170734,0.82221324797793
596,South West,2021-08-19,0.97185553032796,0.724398132226912,0.652548173494217,1.14056331046598
597,East of England,2021-08-20,0.859532539681762,0.756456702908796,0.768317629826169,1.12570661350639
597,London,2021-08-20,0.799376285019949,0.747655720191272,0.769138833162367,0.707317813391619
597,Midlands,2021-08-20,0.664125665864576,0.628459478621946,0.573462398500489,0.777369166589083
597,North East and Yorkshire,2021-08-20,0.656178329187301,0.656159620590282,0.565297841091772,0.794612797729598
597,North West,2021-08-20,0.713653923013321,0.832965879561183,0.717034632969495,0.78218324016747
597,South East,2021-08-20,0.860890848325735,0.719317432021899,0.60993550806006,0.818775619789801
597,South West,2021-08-20,0.989117153564125,0.701894344774095,0.637638828225626,1.1030334656012
598,East of England,2021-08-21,0.839919951868484,0.767440446695328,0.757689533650063,1.11018177113843
598,London,2021-08-21,0.78099098049997,0.762434791408088,0.771394132393201,0.709445549601092
598,Midlands,2021-08-21,0.663945186334279,0.618829344658525,0.577433840683893,0.781778054937717
598,North East and Yorkshire,2021-08-21,0.65889049010005,0.666734991595268,0.56108928654989,0.806556256549299
598,North West,2021-08-21,0.755527942849027,0.811690676841461,0.71444909718226,0.778756191955672
598,South East,2021-08-21,0.807650568088543,0.705871544885685,0.607337816044742,0.82480664579654
598,South West,2021-08-21,0.985265771108626,0.67315705639375,0.62122393841839,1.07938790963707
599,East of England,2021-08-22,0.845301404691577,0.767631867240787,0.746503342566422,1.07210102740879
599,London,2021-08-22,0.776626257465557,0.782414257556467,0.773274484522668,0.709436910167376
599,Midlands,2021-08-22,0.669449796644218,0.608755017593026,0.577036739123939,0.781761287809725
599,North East and Yorkshire,2021-08-22,0.637049384955796,0.650703720344595,0.557666453682899,0.814104181806237
599,North West,2021-08-22,0.772408234553004,0.812131780797262,0.713239352115548,0.78777564391444
599,South East,2021-08-22,0.800064579005784,0.661606605111843,0.597705141733811,0.825538756899866
599,South West,2021-08-22,0.961450451891241,0.68692269074564,0.608143439508454,1.04419542043547
600,East of England,2021-08-23,0.880564578092541,0.753025096798334,0.736202684283495,1.0726661235247
600,London,2021-08-23,0.772273991385984,0.771397744125383,0.774052563024238,0.711166205263699
600,Midlands,2021-08-23,0.680505735236274,0.602185850894623,0.575701437742263,0.780707471839928
600,North East and Yorkshire,2021-08-23,0.606507627703259,0.646815256917734,0.554860003624461,0.811090669320676
600,North West,2021-08-23,0.773056404704747,0.796959830454929,0.707796457218869,0.789454349510126
600,South East,2021-08-23,0.803594495759212,0.645146456896293,0.590595234331435,0.812067834284451
600,South West,2021-08-23,0.957138600301441,0.70006060399265,0.600209552290739,1.0206617706077
601,East of England,2021-08-24,0.874499074993205,0.777485689562053,0.724819820654943,1.08874339958433
601,London,2021-08-24,0.745071428559153,0.744811076926403,0.770675626454105,0.707739461987058
601,Midlands,2021-08-24,0.688236537322462,0.604024778705451,0.572405058632143,0.777022669226321
601,North East and Yorkshire,2021-08-24,0.624384943912149,0.6273692598224,0.549571558723519,0.807263291279091
601,North West,2021-08-24,0.774205767080012,0.783722354294721,0.706021244806219,0.778113737032371
601,South East,2021-08-24,0.785860855056544,0.63881858602291,0.578364413160951,0.795620694508768
601,South West,2021-08-24,0.921165449683565,0.719060599390218,0.591202238164471,0.990079135677077
602,East of England,2021-08-25,0.828834382450198,0.76091607741066,0.720635377355215,1.06652852062877
602,London,2021-08-25,0.745514196634177,0.744786452387637,0.765362072787742,0.703804864461331
602,Midlands,2021-08-25,0.718867245587258,0.60747764392563,0.566302890551653,0.770259032028314
602,North East and Yorkshire,2021-08-25,0.638958372748549,0.623163643717646,0.542040453047263,0.80331949287287
602,North West,2021-08-25,0.755202809364783,0.786159179020949,0.705875732134342,0.776955243566657
602,South East,2021-08-25,0.805520625875194,0.627247822065063,0.564926711377038,0.788768432683124
602,South West,2021-08-25,0.898465499499088,0.696294978088316,0.578861146933762,0.961929234685378
603,East of England,2021-08-26,0.824806545322588,0.751048729191749,0.711229523955601,1.07506730032295
603,London,2021-08-26,0.714335673411308,0.731304698055215,0.759244358540515,0.704730280979418
603,Midlands,2021-08-26,0.703207756748783,0.596073101338383,0.55959676762092,0.767063887666035
603,North East and Yorkshire,2021-08-26,0.644549499409159,0.609411735411032,0.534109726609739,0.795918074207589
603,North West,2021-08-26,0.769420164337368,0.767031354132577,0.700731863017684,0.777729919810768
603,South East,2021-08-26,0.788738227097032,0.607027014883599,0.554579999816496,0.782261723968842
603,South West,2021-08-26,0.912638577416475,0.682461685051441,0.564872505967393,0.937925870705529
604,East of England,2021-08-27,0.827193752405785,0.76759279120623,0.708444701028389,1.11538803092858
604,London,2021-08-27,0.6790726518286,0.726173909734026,0.761248891994648,0.706706179582405
604,Midlands,2021-08-27,0.727724678701488,0.621084711330281,0.5590717710212,0.762119676762911
604,North East and Yorkshire,2021-08-27,0.624052526908296,0.59921520691458,0.530216172780807,0.784520276164938
604,North West,2021-08-27,0.738867678304087,0.758571346156359,0.701399174090895,0.787040561079913
604,South East,2021-08-27,0.772730367957067,0.59651289097643,0.552577680182387,0.78371025079878
604,South West,2021-08-27,0.896377483318518,0.67231261899428,0.555476968294376,0.91792360788454
605,East of England,2021-08-28,0.835815567447406,0.772847512288291,0.705397464502808,1.11273211226642
605,London,2021-08-28,0.68907323149126,0.720358184093317,0.761174827635699,0.708236873154934
605,Midlands,2021-08-28,0.718360266696175,0.60205947471303,0.556622161763329,0.758250058458125
605,North East and Yorkshire,2021-08-28,0.624272891211048,0.584236825869172,0.527925560704511,0.771949496947373
605,North West,2021-08-28,0.704593000009545,0.763489524918052,0.703329169211761,0.802398140421974
605,South East,2021-08-28,0.737360748637252,0.596862839842216,0.547032983628666,0.774780624415719
605,South West,2021-08-28,0.863000491392856,0.655989642305613,0.546504538493892,0.885441200073359
606,East of England,2021-08-29,0.822916579402157,0.757187356852411,0.70287806700733,1.12503804562237
606,London,2021-08-29,0.690249642576321,0.695521433594684,0.756855097301179,0.707089802917692
606,Midlands,2021-08-29,0.728987278390677,0.592579280135032,0.554171308134443,0.757131163674837
606,North East and Yorkshire,2021-08-29,0.638992154374363,0.586026680670037,0.5246146345695,0.764949487619309
606,North West,2021-08-29,0.699133906789695,0.775012240081035,0.710563170768664,0.800628744281309
606,South East,2021-08-29,0.69827048825533,0.609873295384246,0.54476407992527,0.763350244512379
606,South West,2021-08-29,0.859457117594602,0.653083285095587,0.535791774932811,0.865369186264653
607,East of England,2021-08-30,0.767230575918115,0.796483551224292,0.702372904528388,1.12933238544195
607,London,2021-08-30,0.683013966828974,0.695003621769864,0.748679663023037,0.699967691444913
607,Midlands,2021-08-30,0.737091271833725,0.580165320343838,0.550889387054355,0.747209682511824
607,North East and Yorkshire,2021-08-30,0.66229478484146,0.593282624885567,0.523093030772632,0.764160499060477
607,North West,2021-08-30,0.693859112888516,0.807515441354919,0.722556838719494,0.804021804594371
607,South East,2021-08-30,0.665484611865957,0.653707581136558,0.54712457829465,0.757776766717099
607,South West,2021-08-30,0.828224345848707,0.647766071248301,0.524347365165544,0.838351743184963
608,East of England,2021-08-31,0.80608102273031,0.747491220909381,0.698789108743674,1.14091334486556
608,London,2021-08-31,0.725325824128192,0.700551371035808,0.74196346577978,0.702064228257322
608,Midlands,2021-08-31,0.7263616095004,0.568493545707135,0.546708066579949,0.736078986364574
608,North East and Yorkshire,2021-08-31,0.646295584875271,0.606294356798363,0.52254435314068,0.759690684814548
608,North West,2021-08-31,0.688795507432258,0.813407103532372,0.731772975154874,0.819222015348637
608,South East,2021-08-31,0.667962009552202,0.639982285873106,0.553508751802933,0.759894757312976
608,South West,2021-08-31,0.848872387676241,0.660605897053088,0.517180847088962,0.808253067192185
609,East of England,2021-09-01,0.862013196665386,0.748051993448177,0.694521442996619,1.17796347435529
609,London,2021-09-01,0.697713253717222,0.704647880775549,0.737953069231998,0.703758517459995
609,Midlands,2021-09-01,0.70815025488375,0.57473424969721,0.543612755265003,0.732185547710704
609,North East and Yorkshire,2021-09-01,0.658950688421066,0.613750513221141,0.524845714306125,0.753660794808136
609,North West,2021-09-01,0.70018597514015,0.818103716865629,0.740670142912522,0.825525401758884
609,South East,2021-09-01,0.675898911460502,0.634870370548511,0.558631385742436,0.759600768177463
609,South West,2021-09-01,0.809924749456175,0.689719978436431,0.51293911482544,0.771253436077446
610,East of England,2021-09-02,0.864763278234438,0.767368902624289,0.696579921119135,1.13549896406175
610,London,2021-09-02,0.715388286928965,0.697101024499019,0.734323417953473,0.707098984626021
610,Midlands,2021-09-02,0.69617997464165,0.581365472232093,0.542803167689212,0.72355481323497
610,North East and Yorkshire,2021-09-02,0.660880478095152,0.657749502428359,0.52947714655459,0.75533345175525
610,North West,2021-09-02,0.73201874657418,0.826478117441688,0.749425744391156,0.837055216209613
610,South East,2021-09-02,0.689251408537295,0.637653746291738,0.562680648337723,0.75715678036282
610,South West,2021-09-02,0.767985738378722,0.715242036073434,0.515210304801453,0.764486659752801
611,East of England,2021-09-03,0.874299237844869,0.774936997454004,0.694194705337428,1.07548933610091
611,London,2021-09-03,0.747425425386523,0.688454182280252,0.729711639058821,0.704745762332104
611,Midlands,2021-09-03,0.671538276230884,0.559889612522767,0.531536301994175,0.706169694424248
611,North East and Yorkshire,2021-09-03,0.677225101389861,0.669826577242544,0.530254024359767,0.758198851969912
611,North West,2021-09-03,0.747856589908357,0.839791294188471,0.753509246646933,0.83634803308886
611,South East,2021-09-03,0.726932875704906,0.652575820050496,0.565242729175372,0.751808519141531
611,South West,2021-09-03,0.808892926983761,0.722849617758088,0.50983536067337,0.756545623860242
612,East of England,2021-09-04,0.885180195499981,0.804026651687279,0.694148088788178,1.07263717367972
612,London,2021-09-04,0.745213830638938,0.687278345518743,0.727400953656665,0.70348636591168
612,Midlands,2021-09-04,0.701828131568983,0.571549550941253,0.529781437745839,0.695625886851394
612,North East and Yorkshire,2021-09-04,0.669395319877956,0.680530398013195,0.531515473974673,0.767531854452926
612,North West,2021-09-04,0.788365664598725,0.857498858284697,0.758248821660216,0.83503212475002
612,South East,2021-09-04,0.755864270563776,0.662933721044227,0.559581751819826,0.735156773342606
612,South West,2021-09-04,0.808141761156946,0.757302311697729,0.509591013339787,0.743516867486429
613,East of England,2021-09-05,0.908209778013642,0.795093050130846,0.684759176795885,1.04935435714056
613,London,2021-09-05,0.757514764202475,0.692787686851266,0.727634214266369,0.704464314614075
613,Midlands,2021-09-05,0.692910513727604,0.60915977513497,0.531435802590874,0.689892039003473
613,North East and Yorkshire,2021-09-05,0.656987189283912,0.709353418413198,0.536431867254114,0.772370929428336
613,North West,2021-09-05,0.821265865964367,0.86187797014327,0.758097673476156,0.844841665425595
613,South East,2021-09-05,0.795251624218144,0.687821060960867,0.555893410715324,0.716138340095134
613,South West,2021-09-05,0.819654884545347,0.789505984316345,0.512909210096259,0.72712884661237
614,East of England,2021-09-06,0.889146661011666,0.769473275259757,0.686854929049815,1.02923811348386
614,London,2021-09-06,0.779977905241418,0.70970077271695,0.735289111738102,0.710690628221978
614,Midlands,2021-09-06,0.70688599976711,0.644962992936692,0.539147412536023,0.693689000444068
614,North East and Yorkshire,2021-09-06,0.678536901051806,0.71884586881383,0.541250005535079,0.782580929931657
614,North West,2021-09-06,0.850662874168706,0.894959850261497,0.762424499172601,0.857467754119799
614,South East,2021-09-06,0.845292880640377,0.658307665712402,0.544352033213297,0.692051032916269
614,South West,2021-09-06,0.816908463496355,0.807129386749721,0.517004410755818,0.729500298826739
615,East of England,2021-09-07,0.849148267289233,0.800427114898781,0.693860851387308,0.958319256805125
615,London,2021-09-07,0.735814819434957,0.703896044497723,0.74409001492768,0.714301827452562
615,Midlands,2021-09-07,0.719575836202404,0.65486531438987,0.547509337367749,0.696864916066671
615,North East and Yorkshire,2021-09-07,0.684564466749921,0.713752469728982,0.547066441341914,0.792430712026192
615,North West,2021-09-07,0.860276092733898,0.920440017852646,0.762215971735154,0.858602134824222
615,South East,2021-09-07,0.840752238856983,0.673403948810846,0.53548526543414,0.662066528820452
615,South West,2021-09-07,0.79463992204762,0.81319159788101,0.520344869190133,0.736520499339028
616,East of England,2021-09-08,0.858874843578724,0.791964953078171,0.697673979091275,0.907747519312862
616,London,2021-09-08,0.741747589480763,0.711747748568007,0.753635537398929,0.717495483601558
616,Midlands,2021-09-08,0.701131388025396,0.657862632911687,0.556122545568699,0.699014685100351
616,North East and Yorkshire,2021-09-08,0.658491921223843,0.724445888937943,0.552581139521883,0.803312722674817
616,North West,2021-09-08,0.878452413395358,0.908921369239037,0.757938505859469,0.870975258351778
616,South East,2021-09-08,0.851793750139205,0.692245970569382,0.529128106856856,0.632705313839768
616,South West,2021-09-08,0.815951403517102,0.799145064959079,0.524334691778387,0.749526485623633
617,East of England,2021-09-09,0.858538258253557,0.823608135908005,0.700026703144395,0.930983875422569
617,London,2021-09-09,0.734577650267631,0.730553725085037,0.764124801320523,0.716775638783762
617,Midlands,2021-09-09,0.732792756785248,0.660606360302613,0.563191293272032,0.703278177000016
617,North East and Yorkshire,2021-09-09,0.658025824533732,0.709625556919406,0.557164864639579,0.810717499136745
617,North West,2021-09-09,0.852280284979229,0.927343891274468,0.762782431519863,0.873445741596436
617,South East,2021-09-09,0.831383935423814,0.703265550064701,0.520983967382428,0.603812526053155
617,South West,2021-09-09,0.796477220269245,0.784535889623164,0.526596180564618,0.741392669729329
618,East of England,2021-09-10,0.847889638033784,0.821360478706907,0.702964930808808,0.932108143563923
618,London,2021-09-10,0.690693654366612,0.730120924869785,0.773359370326866,0.725394600708584
618,Midlands,2021-09-10,0.713849224613724,0.674284756068691,0.576713563471228,0.717980837527818
618,North East and Yorkshire,2021-09-10,0.641657332506027,0.725136194185404,0.562661391110259,0.823148411594939
618,North West,2021-09-10,0.846918790482108,0.905996666212897,0.762814677535234,0.87187070399413
618,South East,2021-09-10,0.807299814054777,0.701922030363691,0.51406475351351,0.574263791622094
618,South West,2021-09-10,0.741032056786432,0.816865741872815,0.532490285311223,0.733798919634729
619,East of England,2021-09-11,0.860157408531525,0.795978481208653,0.704208065713283,0.91794538831107
619,London,2021-09-11,0.702662295053143,0.706134020256408,0.779914462091053,0.734651209323993
619,Midlands,2021-09-11,0.706665931661596,0.681283042004772,0.580948953543636,0.72450893246357
619,North East and Yorkshire,2021-09-11,0.659377636967148,0.742732824067917,0.573911748772236,0.836708204859335
619,North West,2021-09-11,0.837898449805371,0.897350972848858,0.769787014680737,0.876497636392534
619,South East,2021-09-11,0.76020809354406,0.694423182934247,0.510152236153532,0.557810102416339
619,South West,2021-09-11,0.771391739536143,0.807584972934165,0.536339388276408,0.749705377637176
620,East of England,2021-09-12,0.828114462539477,0.819895762418602,0.714550488366681,0.947340285708522
620,London,2021-09-12,0.70571996346178,0.685054930518357,0.785682403452746,0.742205717579572
620,Midlands,2021-09-12,0.702996095908166,0.643346547930228,0.583237405905434,0.723717967446099
620,North East and Yorkshire,2021-09-12,0.680768824140123,0.739365518183661,0.576809677006121,0.840081971042829
620,North West,2021-09-12,0.854052931404593,0.894252935613824,0.776900267456372,0.871068212416371
620,South East,2021-09-12,0.756414922981576,0.663241914836877,0.504484790412238,0.54221751099743
620,South West,2021-09-12,0.744075932505892,0.807250650441154,0.537664590300101,0.761920929317747
621,East of England,2021-09-13,0.898472212919092,0.803982656941026,0.707903556983757,0.928111201077655
621,London,2021-09-13,0.685036063708914,0.656219920737355,0.786950329965548,0.749925675363655
621,Midlands,2021-09-13,0.674420862054182,0.61481700188902,0.580100396887749,0.72383430220147
621,North East and Yorkshire,2021-09-13,0.691682300233829,0.733532563749881,0.579539669166158,0.834314326343198
621,North West,2021-09-13,0.845891799659095,0.872390495758917,0.777997287045003,0.857172643670323
621,South East,2021-09-13,0.729036194094012,0.659761441949542,0.499997867538055,0.532979120140127
621,South West,2021-09-13,0.738805537078793,0.798645679202346,0.536125167759943,0.75789444834184
622,East of England,2021-09-14,0.953224094892681,0.796464628041066,0.700371775903396,0.925124094852299
622,London,2021-09-14,0.683415692895938,0.664396626601552,0.787116683568391,0.756967611357978
622,Midlands,2021-09-14,0.691583696590059,0.612911879079046,0.576471311439954,0.727987075401308
622,North East and Yorkshire,2021-09-14,0.683276944133882,0.74388942879308,0.582289775469604,0.837341727456461
622,North West,2021-09-14,0.867234453326869,0.827201769091106,0.784285842020464,0.850322451924615
622,South East,2021-09-14,0.750559771317425,0.660451811895958,0.492050175339027,0.531015475867298
622,South West,2021-09-14,0.777716198880406,0.799957507170273,0.53306566102114,0.748202979600736
623,East of England,2021-09-15,0.945272624462286,0.815288666183468,0.694608685852958,0.915607363914009
623,London,2021-09-15,0.706394847540836,0.650400238574725,0.78740870124229,0.762867227725308
623,Midlands,2021-09-15,0.706560283121701,0.589546927529833,0.573038007465366,0.731827029016147
623,North East and Yorkshire,2021-09-15,0.680937051166088,0.735574762063417,0.585306656113958,0.832891660019585
623,North West,2021-09-15,0.863980217304223,0.82453418601788,0.789417716303185,0.839247886241426
623,South East,2021-09-15,0.728582124272414,0.637116156513792,0.482658957409922,0.525868573277038
623,South West,2021-09-15,0.773931980534472,0.816523275500606,0.52765094279899,0.736679390376892
624,East of England,2021-09-16,0.978113522623631,0.779040340039095,0.688857378512796,0.87726285619387
624,London,2021-09-16,0.719977719788115,0.638199483291935,0.783704224388964,0.769159590017616
624,Midlands,2021-09-16,0.654171285470444,0.590171116556681,0.570830598733515,0.739555628358799
624,North East and Yorkshire,2021-09-16,0.690529063094601,0.749811547632702,0.587708582666561,0.82543864352152
624,North West,2021-09-16,0.873640756392275,0.825566384935963,0.787583141515201,0.832655907758652
624,South East,2021-09-16,0.716398230590063,0.612135927935242,0.466586623209002,0.516368320234646
624,South West,2021-09-16,0.787199335473232,0.82975452516222,0.523840479126584,0.737267718522468
625,East of England,2021-09-17,0.993606437134848,0.748260775239692,0.677970183161612,0.855829712541487
625,London,2021-09-17,0.748886472867147,0.614735404513536,0.774481588750342,0.766061256421114
625,Midlands,2021-09-17,0.713887578114318,0.581969818605466,0.567275789605183,0.744471843828021
625,North East and Yorkshire,2021-09-17,0.741773165250614,0.734114556008887,0.588883914296554,0.814040440028016
625,North West,2021-09-17,0.883651114900414,0.835778106334599,0.784487482247685,0.82087054598135
625,South East,2021-09-17,0.704102735150393,0.582038361705659,0.453942409470357,0.514911897271251
625,South West,2021-09-17,0.795535180939212,0.812963619395188,0.519638535901261,0.744469375819524
626,East of England,2021-09-18,0.985129888916098,0.738101680376842,0.667977299389241,0.849096821984207
626,London,2021-09-18,0.737535942865797,0.62920971221376,0.767609027939409,0.762661222949248
626,Midlands,2021-09-18,0.711392975510691,0.56520558242986,0.563042172429432,0.746850151345719
