t,NHS.region,date,deaths_adj,hosp_adm_adj,known_hosp_beds_adj,icu_bed_adj
214,North West,2020-08-02,0.983413246193255,1.12204172274512,1.42219926738779,0.873984869997256
214,South East,2020-08-02,1.05003291463571,1.207694933646,1.49313947556464,0.93788381166963
214,South West,2020-08-02,1.04089810050567,1.09484998860774,0.820553827214323,0.72237060712473
215,East of England,2020-08-03,0.948752804851209,0.950491094957657,1.01047051383353,0.816510996979885
215,London,2020-08-03,0.919695097541765,0.857912276625239,1.05944396223151,0.986299739637455
215,Midlands,2020-08-03,0.957058414693236,1.05729003253266,1.51409205299087,0.81436128340878
215,North East and Yorkshire,2020-08-03,1.007538415741,1.22306599334977,1.1375923828194,0.693477573479105
215,North West,2020-08-03,0.975977212242088,1.12050317657568,1.39764520011068,0.891669230836059
215,South East,2020-08-03,1.05328280001414,1.19253763019874,1.43337289747951,0.926158691094276
215,South West,2020-08-03,1.04089810050567,1.07426950263182,0.829777171944974,0.72945620046711
216,East of England,2020-08-04,0.964118210971454,0.979204898763366,0.978938817961253,0.836580336123953
216,London,2020-08-04,0.919695097541766,0.861348931304925,1.0615136269956,0.95850078940701
216,Midlands,2020-08-04,0.967809333943418,0.975276892226632,1.40283638257429,0.782651377326888
216,North East and Yorkshire,2020-08-04,1.02898885140479,1.22000121017529,1.15119317431481,0.698202928974193
216,North West,2020-08-04,0.99769643799567,1.04943271276186,1.3709755673782,0.899716492298335
216,South East,2020-08-04,1.05328280001414,1.13158306573287,1.38353655535745,0.906938630952651
216,South West,2020-08-04,1.0632815459287,1.07449276042655,0.849839582295905,0.736040419112915
217,East of England,2020-08-05,0.964118210971454,0.991357810369532,0.954399170052533,0.844454537406324
217,London,2020-08-05,0.919695097541765,0.872062297000739,1.07041629889291,0.947945551646258
217,Midlands,2020-08-05,0.967809333943418,0.96451872591428,1.31793839224139,0.769466266547548
217,North East and Yorkshire,2020-08-05,1.02898885140479,1.17486980602446,1.16188444814751,0.70717578323187
217,North West,2020-08-05,1.01902626519051,1.1895847538357,1.32379884847671,0.910912545723797
217,South East,2020-08-05,1.0251210005973,1.09754646685498,1.31708693946597,0.899393383826982
217,South West,2020-08-05,1.0632815459287,1.09657544179498,0.865050109345362,0.742099990652779
218,East of England,2020-08-06,0.964118210971454,1.03782036152313,0.950126499426648,0.87638309415441
218,London,2020-08-06,0.919695097541766,0.867908331392821,1.070437258035,0.842242058944584
218,Midlands,2020-08-06,0.967809333943418,1.01009117270602,1.28678431535256,0.780493704195424
218,North East and Yorkshire,2020-08-06,1.02904528117012,1.20595854503858,1.182572336253,0.710588488574459
218,North West,2020-08-06,1.03988882188015,1.23492333008606,1.3093766432714,0.952082891537785
218,South East,2020-08-06,1.02754355301948,1.07235121798756,1.26564652130698,0.884326542415247
218,South West,2020-08-06,1.0632815459287,1.09610123609063,0.879065485589331,0.747622130723952
219,East of England,2020-08-07,0.967089261772719,1.00766733107498,0.948591172093579,1.06209853713008
219,London,2020-08-07,0.919695097541766,0.856053152627026,1.06939844015898,0.828657880442045
219,Midlands,2020-08-07,0.987382773407627,1.01201335246043,1.27178526795156,0.775136211356941
219,North East and Yorkshire,2020-08-07,1.02904528117012,1.16726306258735,1.18229877557564,0.698462532991103
219,North West,2020-08-07,0.958058040748846,1.24588754378012,1.28723543409833,1.001579932338
219,South East,2020-08-07,1.05243776446574,1.06508323486582,1.19764602307949,0.888059723618517
219,South West,2020-08-07,1.0632815459287,1.08414971417068,0.874914406441186,0.752597743757652
220,East of England,2020-08-08,0.967089261772719,1.03741264965459,0.940547623000841,1.07069653833366
220,London,2020-08-08,0.934932406414463,0.947608505796392,1.08531596295913,0.843091399829725
220,Midlands,2020-08-08,0.975635871678746,0.9501402866392,1.25064559124511,0.753124748967902
220,North East and Yorkshire,2020-08-08,1.02789043828271,1.07325640063838,1.16982366672878,0.690592359767798
220,North West,2020-08-08,0.957550419831495,1.19735065942379,1.25613234616116,1.04131142176495
220,South East,2020-08-08,1.04311830504088,1.0575315142445,1.11925379687223,0.884427813086917
220,South West,2020-08-08,1.0632815459287,1.03861009259411,0.855903605413633,0.757021902093913
221,East of England,2020-08-09,0.957814278901519,1.0243788693889,0.929629048613088,1.07897662839064
221,London,2020-08-09,0.934932406414462,1.00188379795904,1.08946748030186,0.852364304676372
221,Midlands,2020-08-09,0.975635871678746,0.960980141216717,1.23392107094203,0.714331988597949
221,North East and Yorkshire,2020-08-09,1.01662211226435,1.06107227963685,1.15955873201785,0.687074945769585
221,North West,2020-08-09,0.956674851681166,1.18692216317954,1.25380347314211,1.06632856958957
221,South East,2020-08-09,1.04495067427737,1.04098445374056,1.07984943332719,0.900342179115833
221,South West,2020-08-09,1.0632815459287,1.03702428527507,0.851885971559484,0.760893694609123
222,East of England,2020-08-10,0.957814278901519,1.01129304659034,0.931407230676286,1.06810047576399
222,London,2020-08-10,0.938089964109135,1.00361244248409,1.10554001611899,0.880930214917095
222,Midlands,2020-08-10,0.972406309239169,0.890189120914132,1.20509612005552,0.705556795473795
222,North East and Yorkshire,2020-08-10,0.99474323925214,1.06777039576962,1.15822712662319,0.682984291330938
222,North West,2020-08-10,0.955284850370392,1.20667854956647,1.24892252085426,1.08542970014085
222,South East,2020-08-10,1.02380792069271,1.09811907303316,1.09060673544054,0.922714984943652
222,South West,2020-08-10,1.0632815459287,1.05702377195147,0.868073582654252,0.76421494057138
223,East of England,2020-08-11,0.959686126343326,1.03293383479417,0.950470475856511,1.05670820292737
223,London,2020-08-11,0.928646469862915,1.00492385761124,1.11090066835804,0.91441273835249
223,Midlands,2020-08-11,0.949694186111491,0.94013706340229,1.28221185867402,0.732363018371339
223,North East and Yorkshire,2020-08-11,0.993414165451071,1.02595899287507,1.14054865938588,0.693326585425735
223,North West,2020-08-11,0.933065453013823,1.1551773057126,1.23433413765346,1.11685968164114
223,South East,2020-08-11,1.02380792069271,1.14656435128586,1.09138021414935,0.944818816156344
223,South West,2020-08-11,1.0632815459287,1.02146440515389,0.874001493319827,0.766987779993501
224,East of England,2020-08-12,0.97184849724283,1.01113477635679,0.957536114874781,1.05122815274617
224,London,2020-08-12,0.928646469862915,1.03582147323832,1.11824994432571,0.95288852890556
224,Midlands,2020-08-12,0.927094315723408,0.976503170637144,1.35800949309198,0.737730804934324
224,North East and Yorkshire,2020-08-12,0.960765466519027,1.01769349189365,1.11969133235518,0.703110484551013
224,North West,2020-08-12,0.961173334235943,0.960723584887867,1.23731679863276,1.13756830440026
224,South East,2020-08-12,1.02380792069271,1.14932108500088,1.11004261712805,0.959687134513345
224,South West,2020-08-12,1.05440275392105,1.01871760345777,0.905368843803256,0.779105187007203
225,East of England,2020-08-13,0.97184849724283,0.971661530682069,0.960278179555244,1.03256800217795
225,London,2020-08-13,0.930532674232487,1.0366525757011,1.13651639823732,1.00654741066514
225,Midlands,2020-08-13,0.927094315723408,0.970665547997494,1.36759778589785,0.711408163704385
225,North East and Yorkshire,2020-08-13,0.990019009748833,0.982431046761307,1.08772274456737,0.722279929719399
225,North West,2020-08-13,0.948194290553604,0.861938560609214,1.18669495977015,1.12433875410335
225,South East,2020-08-13,1.02793375592346,1.12447269768445,1.09757968748705,0.974186363771902
225,South West,2020-08-13,1.05440275392105,1.01580611877512,0.908263157610824,0.790726291657345
226,East of England,2020-08-14,0.973921527781344,0.975796340263886,0.94828389311824,0.838912544385657
226,London,2020-08-14,0.930532674232488,1.0296324590278,1.14520800271696,1.045058129507
226,Midlands,2020-08-14,0.913685343056139,0.97811596388781,1.38889635795644,0.690009330771479
226,North East and Yorkshire,2020-08-14,0.990019009748833,0.953394687178519,1.05147859839521,0.760705123875325
226,North West,2020-08-14,0.944888025352193,0.788592506355398,1.13618527445964,1.09560562525029
226,South East,2020-08-14,1.02911691159976,1.15480354956041,1.11535384907612,0.981271851343834
226,South West,2020-08-14,1.05375425204228,1.02391497458216,0.927794139035772,0.801840586041355
227,East of England,2020-08-15,0.973921527781344,0.979762235247148,0.946032166262813,0.831265880390357
227,London,2020-08-15,0.930532674232488,0.939975231872105,1.12900342980926,1.05258006430427
227,Midlands,2020-08-15,0.901980852648506,1.03387414573045,1.40839680362848,0.684047205545331
227,North East and Yorkshire,2020-08-15,0.965116894098703,0.923860383568056,1.02043644715655,0.788375514288197
227,North West,2020-08-15,0.941111209864532,0.799143849152432,1.08956111367937,1.06991850771112
227,South East,2020-08-15,1.01875287132067,1.13854450823384,1.14262968324309,0.995064542203291
227,South West,2020-08-15,1.05375425204228,1.01034127005287,0.936739546944901,0.822380479250222
228,East of England,2020-08-16,0.973921527781344,0.965862130876874,0.937028394056589,0.823404392159665
228,London,2020-08-16,0.930532674232488,0.879895585039512,1.11910397862097,1.0750088179456
228,Midlands,2020-08-16,0.901980852648506,1.08915506821903,1.42314190717684,0.677995068354311
228,North East and Yorkshire,2020-08-16,0.952365494427788,0.875012870988004,0.972182696424261,0.815186193387804
228,North West,2020-08-16,0.936854790643607,0.773249966085514,1.03879379321437,1.07023512197386
228,South East,2020-08-16,0.985325816673645,1.14992668864267,1.15760414731385,0.994237592551425
228,South West,2020-08-16,1.05375425204228,1.06203601340067,0.948923386086649,0.842425004977767
229,East of England,2020-08-17,0.988600516744495,0.978528154618093,0.923162784527526,0.828519823575391
229,London,2020-08-17,0.932217142937895,0.849503081279033,1.10196023235278,1.086591535261
229,Midlands,2020-08-17,0.901980852648506,1.08817536953188,1.42183878474643,0.666716655943907
229,North East and Yorkshire,2020-08-17,0.949658128093733,0.839679216226162,0.933430435365815,0.841053513678023
229,North West,2020-08-17,0.912237336729759,0.81024819218424,0.983098092842336,1.06889033204281
229,South East,2020-08-17,0.985325816673645,1.08694255254441,1.14744653158783,0.992963715068099
229,South West,2020-08-17,1.05198352603002,1.03761646280991,0.946012929410766,0.86197684926597
230,East of England,2020-08-18,0.978558690069705,0.910697175175924,0.878303894548197,0.82698489066585
230,London,2020-08-18,0.932244343071205,0.870792717938001,1.08055017654233,1.09759584268483
230,Midlands,2020-08-18,0.877865312350648,1.07313809117812,1.42796199511116,0.650258659869219
230,North East and Yorkshire,2020-08-18,0.946707909880448,0.848854478167381,0.994158118528091,0.856105726093963
230,North West,2020-08-18,0.936750228345105,0.783206090378573,0.944611653447072,1.04327621207874
230,South East,2020-08-18,0.98708638804497,1.03290815679731,1.10640128810524,0.991270728868524
230,South West,2020-08-18,1.05198352603002,1.09964884032887,0.96505179738608,0.881046578485108
231,East of England,2020-08-19,0.9798260567612,0.914031165254069,0.838597418746688,0.818688170724729
231,London,2020-08-19,0.932244343071205,0.822076384548848,1.06413711403244,1.1027548811964
231,Midlands,2020-08-19,0.877865312350647,1.05715150585051,1.43047807513816,0.64931227508089
231,North East and Yorkshire,2020-08-19,0.946707909880448,0.832412837053742,0.959463499318793,0.855597931663585
231,North West,2020-08-19,0.901457993918411,0.784016244811182,0.900515759371861,1.02984334355395
231,South East,2020-08-19,0.987751402478069,1.01549310173241,1.07155818434816,0.996469384629577
231,South West,2020-08-19,1.05198352603002,1.09666057605659,0.941435752255212,0.87982826895581
232,East of England,2020-08-20,0.981106015101954,0.926069895474718,0.799849674873746,0.803514954091031
232,London,2020-08-20,0.9316022577547,0.807072168643722,1.03541939842785,1.08084228657551
232,Midlands,2020-08-20,0.875963988442219,1.03286616596765,1.41667475833364,0.658660874340705
232,North East and Yorkshire,2020-08-20,0.950235377607255,0.815859165545579,0.930499849990471,0.844649279416771
232,North West,2020-08-20,0.953933911935068,0.752241477923368,0.87232464123883,1.05937319845756
232,South East,2020-08-20,1.01142140357012,1.04425515866977,1.04311067440732,1.00136624236268
232,South West,2020-08-20,1.04948946292638,1.09376488452791,0.935351509464756,0.878231971501766
233,East of England,2020-08-21,0.981106015101954,0.892678212798118,0.766603685479241,0.801589443183709
233,London,2020-08-21,0.9316022577547,0.811786349198769,1.01088941646293,1.06850991595673
233,Midlands,2020-08-21,0.905969931705557,1.02854895470411,1.40030861283045,0.673091245609877
233,North East and Yorkshire,2020-08-21,0.946551767654249,0.787042262862797,0.9084981482364,0.823507624792217
233,North West,2020-08-21,0.976126888441407,0.795151246645882,0.847617625156623,1.03395301458676
233,South East,2020-08-21,1.01142140357012,1.08191193503603,1.00320231433799,1.02067888944005
233,South West,2020-08-21,1.04948946292638,1.09088515414644,0.923832751173064,0.876302172916707
234,East of England,2020-08-22,0.981106015101954,0.858813213297084,0.748140439593206,0.799568910759521
234,London,2020-08-22,0.918339095258664,0.822003601677322,1.0011566704181,1.07096931397145
234,Midlands,2020-08-22,0.904918864395624,0.974853790864784,1.37980896786141,0.671982006503296
234,North East and Yorkshire,2020-08-22,0.902437022243935,0.770238260200098,0.887080459680258,0.806724579974461
234,North West,2020-08-22,0.997500974011386,0.752792337771524,0.803100954835477,0.990222826310087
234,South East,2020-08-22,1.01142140357012,1.15652289123728,0.972305612732956,1.00289023728638
234,South West,2020-08-22,1.04759296833428,1.09864612756837,0.920797231719983,0.874082457601266
235,East of England,2020-08-23,0.996268172457015,0.879057688151699,0.71285671796295,0.790613592781702
235,London,2020-08-23,0.918339095258664,0.830613405287704,0.996662507170425,1.07744456783292
235,Midlands,2020-08-23,0.904918864395624,0.948700367098574,1.36070598217295,0.675874229054911
235,North East and Yorkshire,2020-08-23,0.898487435638114,0.818048763902477,0.876138897108895,0.789519433095764
235,North West,2020-08-23,1.01803108068247,0.746714310974929,0.766179476675788,0.958967167537523
235,South East,2020-08-23,1.02448139203647,1.13733661090877,0.942817187359339,0.992031362095166
235,South West,2020-08-23,1.04659476878954,1.02096023781773,0.903395227339892,0.871612910348243
236,East of England,2020-08-24,0.986140779023414,0.889811155058077,0.694996649628894,0.781459325023569
236,London,2020-08-24,0.918339095258664,0.823688964771448,0.989486696290047,1.06645480862707
236,Midlands,2020-08-24,0.904918864395624,0.950005758594396,1.35424516832312,0.669326541843876
236,North East and Yorkshire,2020-08-24,0.898487435638114,0.805026737284315,0.860706722370105,0.776596608799425
236,North West,2020-08-24,1.00933779402282,0.64612309069187,0.734537393970115,0.906209743551113
